miRNA Name,Disease Name,MeSH
hsa-miR-199b-5p,liver cancer,Liver Neoplasms
hsa-miR-144-3p,liver cancer,Liver Neoplasms
hsa-miR-135b-5p,liver cancer,Liver Neoplasms
hsa-miR-181a-5p,liver cancer,Liver Neoplasms
hsa-miR-200b-3p,liver cancer,Liver Neoplasms
hsa-miR-583,liver cancer,Liver Neoplasms
hsa-miR-200a-3p,liver cancer,Liver Neoplasms
hsa-miR-148a-3p,liver cancer,Liver Neoplasms
hsa-miR-183-5p,liver cancer,Liver Neoplasms
hsa-miR-218-5p,liver cancer,Liver Neoplasms
hsa-miR-155-5p,liver cancer,Liver Neoplasms
hsa-miR-107,liver cancer,Liver Neoplasms
hsa-miR-655-3p,liver cancer,Liver Neoplasms
hsa-miR-98-5p,liver cancer,Liver Neoplasms
hsa-miR-99a-5p,liver cancer,Liver Neoplasms
hsa-miR-181b-5p,liver cancer,Liver Neoplasms
hsa-miR-125a-5p,liver cancer,Liver Neoplasms
hsa-miR-224-5p,liver cancer,Liver Neoplasms
hsa-miR-1261,liver cancer,Liver Neoplasms
hsa-miR-636,liver cancer,Liver Neoplasms
hsa-miR-454-3p,liver cancer,Liver Neoplasms
hsa-miR-210-3p,liver cancer,Liver Neoplasms
hsa-miR-27a-3p,liver cancer,Liver Neoplasms
hsa-miR-194-5p,liver cancer,Liver Neoplasms
hsa-miR-574-5p,liver cancer,Liver Neoplasms
hsa-miR-512-3p,liver cancer,Liver Neoplasms
hsa-miR-302e,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-942-5p,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-578,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-1294,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-449a,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-762,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-1178-3p,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-636,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-1287-5p,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-593-3p,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-139-3p,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-1205,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-486-3p,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-361-3p,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-670-5p,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-1248,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-764,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-492,colorectal cancer,Colorectal Neoplasms
hsa-miR-324-5p,colorectal cancer,Colorectal Neoplasms
hsa-miR-424-5p,colorectal cancer,Colorectal Neoplasms
hsa-miR-452-5p,colorectal cancer,Colorectal Neoplasms
hsa-miR-100-5p,colorectal cancer,Colorectal Neoplasms
hsa-miR-223-3p,colorectal cancer,Colorectal Neoplasms
hsa-miR-148a-3p,colorectal cancer,Colorectal Neoplasms
hsa-miR-377-3p,colorectal cancer,Colorectal Neoplasms
hsa-miR-489-3p,colorectal cancer,Colorectal Neoplasms
hsa-miR-144-3p,colorectal cancer,Colorectal Neoplasms
hsa-miR-185-5p,colorectal cancer,Colorectal Neoplasms
hsa-miR-200b-3p,colorectal cancer,Colorectal Neoplasms
hsa-miR-518c-5p,colorectal cancer,Colorectal Neoplasms
hsa-miR-874-3p,colorectal cancer,Colorectal Neoplasms
hsa-miR-152-3p,colorectal cancer,Colorectal Neoplasms
hsa-miR-30b-3p,colorectal cancer,Colorectal Neoplasms
hsa-miR-185-3p,colorectal cancer,Colorectal Neoplasms
hsa-miR-370-3p,colorectal cancer,Colorectal Neoplasms
hsa-miR-600,colorectal cancer,Colorectal Neoplasms
hsa-miR-125b-5p,colorectal cancer,Colorectal Neoplasms
hsa-miR-379-5p,colorectal cancer,Colorectal Neoplasms
hsa-miR-98-5p,colorectal cancer,Colorectal Neoplasms
hsa-miR-643,colorectal cancer,Colorectal Neoplasms
hsa-miR-103a-3p,colorectal cancer,Colorectal Neoplasms
hsa-miR-155-5p,colorectal cancer,Colorectal Neoplasms
hsa-miR-429,colorectal cancer,Colorectal Neoplasms
hsa-miR-761,colorectal cancer,Colorectal Neoplasms
hsa-miR-421,colorectal cancer,Colorectal Neoplasms
hsa-miR-620,colorectal cancer,Colorectal Neoplasms
hsa-miR-338-5p,colorectal cancer,Colorectal Neoplasms
hsa-miR-382-5p,colorectal cancer,Colorectal Neoplasms
hsa-miR-628-5p,colorectal cancer,Colorectal Neoplasms
hsa-miR-599,colorectal cancer,Colorectal Neoplasms
hsa-miR-200c-3p,colorectal cancer,Colorectal Neoplasms
hsa-miR-200a-3p,colorectal cancer,Colorectal Neoplasms
hsa-miR-526b-5p,colorectal cancer,Colorectal Neoplasms
hsa-miR-181d-5p,colorectal cancer,Colorectal Neoplasms
hsa-miR-188-5p,colorectal cancer,Colorectal Neoplasms
hsa-miR-663a,colorectal cancer,Colorectal Neoplasms
hsa-miR-629-3p,colorectal cancer,Colorectal Neoplasms
hsa-miR-1287-5p,colorectal cancer,Colorectal Neoplasms
hsa-miR-24-3p,colorectal cancer,Colorectal Neoplasms
hsa-miR-501-3p,colorectal cancer,Colorectal Neoplasms
hsa-miR-558,colorectal cancer,Colorectal Neoplasms
hsa-miR-197-3p,colorectal cancer,Colorectal Neoplasms
hsa-miR-379-5p,kidney cancer,Kidney Neoplasms
hsa-miR-199b-5p,kidney cancer,Kidney Neoplasms
hsa-miR-1257,kidney cancer,Kidney Neoplasms
hsa-miR-653-5p,kidney cancer,Kidney Neoplasms
hsa-miR-346,kidney cancer,Kidney Neoplasms
hsa-miR-381-3p,kidney cancer,Kidney Neoplasms
hsa-miR-338-3p,kidney cancer,Kidney Neoplasms
hsa-miR-1323,kidney cancer,Kidney Neoplasms
hsa-miR-203a-3p,kidney cancer,Kidney Neoplasms
hsa-miR-188-5p,sarcoma,Sarcoma
hsa-miR-671-5p,sarcoma,Sarcoma
hsa-miR-572,sarcoma,Sarcoma
hsa-miR-1224-5p,sarcoma,Sarcoma
hsa-miR-150-5p,sarcoma,Sarcoma
hsa-miR-489-3p,sarcoma,Sarcoma
hsa-miR-142-5p,sarcoma,Sarcoma
hsa-miR-198,sarcoma,Sarcoma
hsa-miR-564,sarcoma,Sarcoma
hsa-miR-940,sarcoma,Sarcoma
hsa-miR-139-3p,sarcoma,Sarcoma
hsa-miR-367-3p,sarcoma,Sarcoma
hsa-miR-622,sarcoma,Sarcoma
hsa-miR-590-5p,sarcoma,Sarcoma
hsa-miR-421,sarcoma,Sarcoma
hsa-miR-9-5p,sarcoma,Sarcoma
hsa-miR-210-3p,sarcoma,Sarcoma
hsa-miR-7-5p,sarcoma,Sarcoma
hsa-miR-125a-5p,sarcoma,Sarcoma
hsa-miR-139-5p,sarcoma,Sarcoma
hsa-miR-610,sarcoma,Sarcoma
hsa-miR-330-3p,sarcoma,Sarcoma
hsa-miR-93-5p,sarcoma,Sarcoma
hsa-miR-22-3p,sarcoma,Sarcoma
hsa-miR-542-3p,sarcoma,Sarcoma
hsa-miR-140-3p,sarcoma,Sarcoma
hsa-miR-130a-5p,sarcoma,Sarcoma
hsa-miR-877-3p,sarcoma,Sarcoma
hsa-miR-760,sarcoma,Sarcoma
hsa-miR-490-5p,sarcoma,Sarcoma
hsa-miR-595,sarcoma,Sarcoma
hsa-miR-129-5p,sarcoma,Sarcoma
hsa-miR-647,sarcoma,Sarcoma
hsa-miR-346,sarcoma,Sarcoma
hsa-miR-646,sarcoma,Sarcoma
hsa-miR-31-5p,sarcoma,Sarcoma
hsa-miR-138-5p,sarcoma,Sarcoma
hsa-miR-493-5p,sarcoma,Sarcoma
hsa-miR-1224-3p,sarcoma,Sarcoma
hsa-miR-567,sarcoma,Sarcoma
hsa-miR-502-5p,sarcoma,Sarcoma
hsa-miR-501-3p,sarcoma,Sarcoma
hsa-miR-140-3p,breast cancer,Breast Neoplasms
hsa-miR-141-5p,breast cancer,Breast Neoplasms
hsa-miR-139-3p,breast cancer,Breast Neoplasms
hsa-miR-34b-5p,breast cancer,Breast Neoplasms
hsa-miR-193a-5p,breast cancer,Breast Neoplasms
hsa-miR-143-5p,breast cancer,Breast Neoplasms
hsa-miR-638,breast cancer,Breast Neoplasms
hsa-miR-874-3p,breast cancer,Breast Neoplasms
hsa-miR-422a,breast cancer,Breast Neoplasms
hsa-miR-296-5p,breast cancer,Breast Neoplasms
hsa-miR-503-5p,breast cancer,Breast Neoplasms
hsa-miR-671-5p,breast cancer,Breast Neoplasms
hsa-miR-877-3p,breast cancer,Breast Neoplasms
hsa-miR-658,breast cancer,Breast Neoplasms
hsa-miR-374b-5p,breast cancer,Breast Neoplasms
hsa-miR-936,breast cancer,Breast Neoplasms
hsa-miR-145-3p,breast cancer,Breast Neoplasms
hsa-miR-665,breast cancer,Breast Neoplasms
hsa-miR-1224-5p,breast cancer,Breast Neoplasms
hsa-miR-634,breast cancer,Breast Neoplasms
hsa-miR-1236-3p,breast cancer,Breast Neoplasms
hsa-miR-125a-3p,breast cancer,Breast Neoplasms
hsa-miR-361-3p,breast cancer,Breast Neoplasms
hsa-miR-424-5p,breast cancer,Breast Neoplasms
hsa-miR-214-5p,breast cancer,Breast Neoplasms
hsa-miR-890,breast cancer,Breast Neoplasms
hsa-miR-512-3p,breast cancer,Breast Neoplasms
hsa-miR-421,breast cancer,Breast Neoplasms
hsa-miR-622,breast cancer,Breast Neoplasms
hsa-miR-518c-5p,breast cancer,Breast Neoplasms
hsa-miR-873-5p,breast cancer,Breast Neoplasms
hsa-miR-532-3p,breast cancer,Breast Neoplasms
hsa-miR-629-3p,breast cancer,Breast Neoplasms
hsa-miR-502-5p,breast cancer,Breast Neoplasms
hsa-miR-940,pancreatic cancer,Pancreatic Neoplasms
hsa-miR-1303,pancreatic cancer,Pancreatic Neoplasms
hsa-miR-1246,pancreatic cancer,Pancreatic Neoplasms
hsa-miR-1296-5p,pancreatic cancer,Pancreatic Neoplasms
hsa-miR-422a,pancreatic cancer,Pancreatic Neoplasms
hsa-miR-1247-5p,pancreatic cancer,Pancreatic Neoplasms
hsa-miR-1290,pancreatic cancer,Pancreatic Neoplasms
hsa-miR-593-3p,pancreatic cancer,Pancreatic Neoplasms
hsa-miR-1258,colon cancer,Colonic Neoplasms
hsa-miR-145-3p,colon cancer,Colonic Neoplasms
hsa-miR-198,colon cancer,Colonic Neoplasms
hsa-miR-1205,colon cancer,Colonic Neoplasms
hsa-miR-30c-2-3p,kidney cancer,Kidney Neoplasms
hsa-miR-144-3p,kidney cancer,Kidney Neoplasms
hsa-miR-940,kidney cancer,Kidney Neoplasms
hsa-miR-129-5p,kidney cancer,Kidney Neoplasms
hsa-miR-98-5p,kidney cancer,Kidney Neoplasms
hsa-miR-133b,kidney cancer,Kidney Neoplasms
hsa-miR-29b-3p,brain cancer,Brain Neoplasms
hsa-miR-23b-3p,brain cancer,Brain Neoplasms
hsa-miR-1297,brain cancer,Brain Neoplasms
hsa-miR-874-3p,brain cancer,Brain Neoplasms
hsa-miR-638,brain cancer,Brain Neoplasms
hsa-miR-124-3p,brain cancer,Brain Neoplasms
hsa-miR-135b-5p,brain cancer,Brain Neoplasms
hsa-miR-24-3p,brain cancer,Brain Neoplasms
hsa-miR-195-5p,brain cancer,Brain Neoplasms
hsa-miR-17-5p,brain cancer,Brain Neoplasms
hsa-miR-494-3p,brain cancer,Brain Neoplasms
hsa-miR-1184,brain cancer,Brain Neoplasms
hsa-miR-146a-5p,brain cancer,Brain Neoplasms
hsa-miR-26a-5p,brain cancer,Brain Neoplasms
hsa-miR-516a-5p,brain cancer,Brain Neoplasms
hsa-miR-620,brain cancer,Brain Neoplasms
hsa-miR-424-5p,brain cancer,Brain Neoplasms
hsa-miR-1246,brain cancer,Brain Neoplasms
hsa-miR-140-3p,brain cancer,Brain Neoplasms
hsa-miR-185-3p,brain cancer,Brain Neoplasms
hsa-miR-1265,brain cancer,Brain Neoplasms
hsa-miR-583,brain cancer,Brain Neoplasms
hsa-miR-183-5p,brain cancer,Brain Neoplasms
hsa-miR-29c-3p,brain cancer,Brain Neoplasms
hsa-miR-374b-5p,brain cancer,Brain Neoplasms
hsa-miR-1248,brain cancer,Brain Neoplasms
hsa-miR-1285-3p,brain cancer,Brain Neoplasms
hsa-miR-374a-5p,brain cancer,Brain Neoplasms
hsa-miR-182-5p,head and neck cancer,Head and Neck Neoplasms
hsa-miR-140-5p,head and neck cancer,Head and Neck Neoplasms
hsa-miR-205-5p,head and neck cancer,Head and Neck Neoplasms
hsa-miR-503-5p,head and neck cancer,Head and Neck Neoplasms
hsa-miR-139-5p,head and neck cancer,Head and Neck Neoplasms
hsa-miR-29a-3p,head and neck cancer,Head and Neck Neoplasms
hsa-miR-150-5p,head and neck cancer,Head and Neck Neoplasms
hsa-miR-27a-3p,head and neck cancer,Head and Neck Neoplasms
hsa-miR-424-5p,head and neck cancer,Head and Neck Neoplasms
hsa-miR-874-3p,head and neck cancer,Head and Neck Neoplasms
hsa-miR-183-5p,head and neck cancer,Head and Neck Neoplasms
hsa-miR-210-3p,head and neck cancer,Head and Neck Neoplasms
hsa-miR-486-5p,head and neck cancer,Head and Neck Neoplasms
hsa-miR-195-5p,head and neck cancer,Head and Neck Neoplasms
hsa-miR-1275,head and neck cancer,Head and Neck Neoplasms
hsa-miR-22-3p,head and neck cancer,Head and Neck Neoplasms
hsa-miR-152-3p,head and neck cancer,Head and Neck Neoplasms
hsa-miR-224-5p,head and neck cancer,Head and Neck Neoplasms
hsa-miR-572,head and neck cancer,Head and Neck Neoplasms
hsa-miR-766-3p,head and neck cancer,Head and Neck Neoplasms
hsa-miR-134-5p,head and neck cancer,Head and Neck Neoplasms
hsa-miR-200c-3p,head and neck cancer,Head and Neck Neoplasms
hsa-miR-297,head and neck cancer,Head and Neck Neoplasms
hsa-miR-141-3p,head and neck cancer,Head and Neck Neoplasms
hsa-miR-421,head and neck cancer,Head and Neck Neoplasms
hsa-miR-155-5p,head and neck cancer,Head and Neck Neoplasms
hsa-miR-31-5p,head and neck cancer,Head and Neck Neoplasms
hsa-miR-638,head and neck cancer,Head and Neck Neoplasms
hsa-miR-106b-5p,head and neck cancer,Head and Neck Neoplasms
hsa-miR-382-5p,head and neck cancer,Head and Neck Neoplasms
hsa-miR-200a-3p,head and neck cancer,Head and Neck Neoplasms
hsa-miR-30b-5p,head and neck cancer,Head and Neck Neoplasms
hsa-miR-200b-3p,head and neck cancer,Head and Neck Neoplasms
hsa-miR-10b-5p,head and neck cancer,Head and Neck Neoplasms
hsa-miR-93-5p,head and neck cancer,Head and Neck Neoplasms
hsa-miR-146a-5p,head and neck cancer,Head and Neck Neoplasms
hsa-miR-29b-3p,colorectal cancer,Colorectal Neoplasms
hsa-miR-1323,colorectal cancer,Colorectal Neoplasms
hsa-miR-145-3p,lung cancer,Lung Neoplasms
hsa-miR-665,lung cancer,Lung Neoplasms
hsa-miR-197-3p,lung cancer,Lung Neoplasms
hsa-miR-1275,lung cancer,Lung Neoplasms
hsa-miR-1306-3p,lung cancer,Lung Neoplasms
hsa-miR-1183,lung cancer,Lung Neoplasms
hsa-miR-1258,lung cancer,Lung Neoplasms
hsa-miR-181d-5p,prostate cancer,Prostatic Neoplasms
hsa-miR-1244,prostate cancer,Prostatic Neoplasms
hsa-miR-643,prostate cancer,Prostatic Neoplasms
hsa-miR-297,prostate cancer,Prostatic Neoplasms
hsa-miR-1179,prostate cancer,Prostatic Neoplasms
hsa-miR-422a,prostate cancer,Prostatic Neoplasms
hsa-miR-1248,prostate cancer,Prostatic Neoplasms
hsa-miR-873-5p,prostate cancer,Prostatic Neoplasms
hsa-miR-658,prostate cancer,Prostatic Neoplasms
hsa-miR-193a-5p,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-30b-3p,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-4270,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-572,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-1184,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-1296-5p,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-1244,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-625-5p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-150-5p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-223-3p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-1244,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-181d-5p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-455-5p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-29c-3p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-182-5p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-193a-3p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-378a-3p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-31-5p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-422a,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-874-3p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-203a-3p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-635,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-489-3p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-17-5p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-96-5p,small intestinal neuroendocrine tumor,Intestinal Neoplasms
hsa-miR-214-5p,lymphoma,Lymphoma
hsa-miR-1246,lymphoma,Lymphoma
hsa-miR-1290,lymphoma,Lymphoma
hsa-miR-762,lymphoma,Lymphoma
hsa-miR-455-5p,lymphoma,Lymphoma
hsa-miR-183-5p,lymphoma,Lymphoma
hsa-miR-1275,lymphoma,Lymphoma
hsa-miR-1285-3p,lymphoma,Lymphoma
hsa-miR-135a-5p,lymphoma,Lymphoma
hsa-miR-1183,lymphoma,Lymphoma
hsa-miR-3137,lymphoma,Lymphoma
hsa-miR-711,lymphoma,Lymphoma
hsa-miR-3666,lymphoma,Lymphoma
hsa-miR-1299,lymphoma,Lymphoma
hsa-miR-1182,lymphoma,Lymphoma
hsa-miR-4270,lymphoma,Lymphoma
hsa-miR-1306-3p,lymphoma,Lymphoma
hsa-miR-1261,lymphoma,Lymphoma
hsa-miR-454-3p,prostate cancer,Prostatic Neoplasms
hsa-miR-421,prostate cancer,Prostatic Neoplasms
hsa-miR-1260b,prostate cancer,Prostatic Neoplasms
hsa-miR-1271-5p,prostate cancer,Prostatic Neoplasms
hsa-miR-1275,prostate cancer,Prostatic Neoplasms
hsa-miR-637,prostate cancer,Prostatic Neoplasms
hsa-miR-449a,prostate cancer,Prostatic Neoplasms
hsa-miR-449c-5p,prostate cancer,Prostatic Neoplasms
hsa-miR-488-3p,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-1258,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-1303,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-490-3p,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-1256,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-34b-5p,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-671-5p,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-367-5p,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-143-5p,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-1827,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-502-5p,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-641,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-936,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-1224-5p,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-760,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-125a-3p,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-330-5p,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-1324,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-767-3p,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-597-5p,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-1305,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-567,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-890,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-616-3p,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-421,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-548p,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-1299,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-1292-5p,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-548c-3p,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-1265,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-613,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-766-3p,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-507,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-1257,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-629-3p,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-296-3p,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-570-3p,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-569,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-377-5p,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-1286,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-1179,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-515-5p,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-1297,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-640,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-1270,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-582-3p,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-1262,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-600,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-338-5p,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-1253,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-595,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-562,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-877-3p,hepatocellular carcinoma,"Carcinoma, Hepatocellular"
hsa-miR-139-3p,lymphoma,Lymphoma
hsa-miR-181d-5p,lymphoma,Lymphoma
hsa-miR-542-3p,lymphoma,Lymphoma
hsa-miR-892b,lymphoma,Lymphoma
hsa-miR-616-3p,lymphoma,Lymphoma
hsa-miR-32-5p,neuroendocrine neoplasia,"Carcinoma, Neuroendocrine"
hsa-miR-542-3p,neuroendocrine neoplasia,"Carcinoma, Neuroendocrine"
hsa-miR-507,neuroendocrine neoplasia,"Carcinoma, Neuroendocrine"
hsa-miR-503-5p,neuroendocrine neoplasia,"Carcinoma, Neuroendocrine"
hsa-miR-424-5p,neuroendocrine neoplasia,"Carcinoma, Neuroendocrine"
hsa-miR-139-5p,neuroendocrine neoplasia,"Carcinoma, Neuroendocrine"
hsa-miR-493-5p,neuroendocrine neoplasia,"Carcinoma, Neuroendocrine"
hsa-miR-376b-3p,neuroendocrine neoplasia,"Carcinoma, Neuroendocrine"
hsa-miR-7-5p,neuroendocrine neoplasia,"Carcinoma, Neuroendocrine"
hsa-miR-455-5p,neuroendocrine neoplasia,"Carcinoma, Neuroendocrine"
hsa-miR-99a-5p,neuroendocrine neoplasia,"Carcinoma, Neuroendocrine"
hsa-miR-130a-3p,neuroendocrine neoplasia,"Carcinoma, Neuroendocrine"
hsa-miR-138-5p,neuroendocrine neoplasia,"Carcinoma, Neuroendocrine"
hsa-miR-574-5p,neuroendocrine neoplasia,"Carcinoma, Neuroendocrine"
hsa-miR-148a-3p,neuroendocrine neoplasia,"Carcinoma, Neuroendocrine"
hsa-miR-181a-5p,neuroendocrine neoplasia,"Carcinoma, Neuroendocrine"
hsa-miR-199a-5p,neuroendocrine neoplasia,"Carcinoma, Neuroendocrine"
hsa-miR-214-5p,neuroendocrine neoplasia,"Carcinoma, Neuroendocrine"
hsa-miR-153-3p,neuroendocrine neoplasia,"Carcinoma, Neuroendocrine"
hsa-miR-149-5p,neuroendocrine neoplasia,"Carcinoma, Neuroendocrine"
hsa-miR-199b-5p,neuroendocrine neoplasia,"Carcinoma, Neuroendocrine"
hsa-miR-143-5p,neuroendocrine neoplasia,"Carcinoma, Neuroendocrine"
hsa-miR-544a,neuroendocrine neoplasia,"Carcinoma, Neuroendocrine"
hsa-miR-183-5p,neuroendocrine neoplasia,"Carcinoma, Neuroendocrine"
hsa-miR-96-5p,neuroendocrine neoplasia,"Carcinoma, Neuroendocrine"
hsa-miR-182-5p,neuroendocrine neoplasia,"Carcinoma, Neuroendocrine"
hsa-miR-663a,neuroendocrine neoplasia,"Carcinoma, Neuroendocrine"
hsa-miR-1246,gastric cancer,Stomach Neoplasms
hsa-miR-421,gastric cancer,Stomach Neoplasms
hsa-miR-193a-3p,gastric cancer,Stomach Neoplasms
hsa-miR-491-5p,gastric cancer,Stomach Neoplasms
hsa-miR-1323,gastric cancer,Stomach Neoplasms
hsa-miR-197-3p,gastric cancer,Stomach Neoplasms
hsa-miR-143-5p,gastric cancer,Stomach Neoplasms
hsa-miR-186-5p,gastric cancer,Stomach Neoplasms
hsa-miR-30b-5p,gastric cancer,Stomach Neoplasms
hsa-miR-141-3p,gastric cancer,Stomach Neoplasms
hsa-miR-583,gastric cancer,Stomach Neoplasms
hsa-miR-135a-5p,gastric cancer,Stomach Neoplasms
hsa-miR-1248,gastric cancer,Stomach Neoplasms
hsa-miR-326,gastric cancer,Stomach Neoplasms
hsa-miR-1257,gastric cancer,Stomach Neoplasms
hsa-miR-339-5p,gastric cancer,Stomach Neoplasms
hsa-miR-490-3p,bladder cancer,Urinary Bladder Neoplasms
hsa-miR-204-5p,bladder cancer,Urinary Bladder Neoplasms
hsa-miR-183-5p,bladder cancer,Urinary Bladder Neoplasms
hsa-miR-139-5p,bladder cancer,Urinary Bladder Neoplasms
hsa-miR-381-3p,bladder cancer,Urinary Bladder Neoplasms
hsa-miR-490-5p,bladder cancer,Urinary Bladder Neoplasms
hsa-miR-96-5p,bladder cancer,Urinary Bladder Neoplasms
hsa-miR-143-5p,bladder cancer,Urinary Bladder Neoplasms
hsa-miR-145-5p,bladder cancer,Urinary Bladder Neoplasms
hsa-miR-502-3p,bladder cancer,Urinary Bladder Neoplasms
